PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,H1,H1 length,No. of H1,Is indexable page
21,https://createmy-qr.com/tr/discord-ucretsiz-cevrimici-qr-kod-olusturucu,"Anlaşmazlık QR Kod Oluşturucu - Ücretsiz ve Özel | CreateMy-QR
Anlaşmazlık - Ücretsiz Çevrimiçi QR Kod Oluşturucu - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Anlaşmazlık QR Kodu
Welcome to #welcome!","19
20",2,true
21,https://createmy-qr.com/sv/snapchat-gratis-qr-kod-generator-online,"Snapchat QR Code Generator - Gratis & anpassad | CreateMy-QR
Snapchat - Gratis QR-kod Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Snapchat QR-kod
QR-koder Som Faktiskt Fungerar","15
30",2,true
21,https://createmy-qr.com/es/imagen-generador-de-codigos-qr-gratis-online,"Generador de códigos QR Imagen: gratuito y personalizado | CreateMy-QR
Imagen - Generador de Códigos QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Imagen Código QR
Códigos QR Que Realmente Funcionan","16
34",2,true
21,https://createmy-qr.com/no/amazon-gratis-qr-kode-generator-online,"Amazon QR Code Generator - Gratis og tilpasset | CreateMy-QR
Amazon - Gratis QR-kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Amazon QR-kode
QR-koder som faktisk fungerer","14
29",2,true
21,https://createmy-qr.com/fr/fichier-generateur-de-code-qr-gratuit-en-ligne,"Générateur de code QR Fichier - Gratuit et personnalisé | CreateMy-QR
Fichier - Générateur de Code QR Gratuit en Ligne - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Fichier Code QR
Des QR Codes Qui Fonctionnent Vraiment","15
38",2,true
21,https://createmy-qr.com/whatsapp-qr-code-for-customer-support,"WhatsApp QR Code for Customer Support | CreateMy-QR
WhatsApp QR Code for Customer Support | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"WhatsApp QR Code for Customer Support
WhatsApp QR Code for Customer Support","37
37",2,true
21,https://createmy-qr.com/pl/snapchat-darmowy-generator-kodow-qr-online,"Generator kodów QR Snapchata — bezpłatny i niestandardowy | CreateMy-QR
Snapchata - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Snapchata Kod QR
Kody QR, Które Naprawdę Działają","16
32",2,true
21,https://createmy-qr.com/el/google-forms-dorean-dimioyrgia-qr-code-online,"Φόρμες Google QR Code Generator - Δωρεάν & Προσαρμοσμένο | CreateMy-QR
Φόρμες Google - Δωρεάν Δημιουργία QR Code Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Φόρμες Google Κωδικός QR
Κωδικοί QR που λειτουργούν πραγματικά","24
37",2,true
21,https://createmy-qr.com/ms/venmo-penjana-kod-qr-percuma-dalam-talian,"Penjana Kod QR Venmo - Percuma & Tersuai | CreateMy-QR
Venmo - Penjana Kod QR Percuma Dalam Talian - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Venmo Kod QR
Kod QR Yang Sebenarnya Berfungsi","12
32",2,true
21,https://createmy-qr.com/id/paypal-generator-qr-code-gratis-online,"PayPal Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
PayPal - Generator QR Code Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"QR Code PayPal
QR Code yang Benar-Benar Berfungsi","14
34",2,true
21,https://createmy-qr.com/ru/snapchat-besplatnyy-generator-qr-kodov-onlayn,"Снапчат Генератор QR-кодов — бесплатный и настраиваемый | CreateMy-QR
Снапчат - Бесплатный генератор QR-кодов онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Снапчат QR-код
QR-Коды, Которые Действительно Работают","14
39",2,true
21,https://createmy-qr.com/online-booking-qr-code,"Booking QR Code Generator - Free & Custom | CreateMy-QR
Booking - Free QR Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Booking QR Code
Premium QR Codes","15
16",2,true
21,https://createmy-qr.com/sv/arkiv-gratis-qr-kod-generator-online,"Arkiv QR Code Generator - Gratis & anpassad | CreateMy-QR
Arkiv - Gratis QR-kod Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Arkiv QR-kod
QR-koder Som Faktiskt Fungerar","12
30",2,true
21,https://createmy-qr.com/fi/tiedosto-ilmainen-qr-koodigeneraattori-netissa,"Tiedosto QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
Tiedosto - Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Tiedosto QR-koodi
QR-koodit, jotka todella toimivat","17
33",2,true
21,https://createmy-qr.com/uk/posilannya-v-bio-bezkoshtovniy-generator-qr-kodiv-onlayn,"Генератор QR-коду Посилання в біо – безкоштовний і користувацький | CreateMy-QR
Посилання в біо - Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Посилання в біо QR-код
QR-коди, які дійсно працюють","22
28",2,true
21,https://createmy-qr.com/fi/google-review-ilmainen-qr-koodigeneraattori-netissa,"Google-arvostelu QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
Google-arvostelu - Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Google-arvostelu QR-koodi
QR-koodit, jotka todella toimivat","25
33",2,true
21,https://createmy-qr.com/fi/linkedin-ilmainen-qr-koodigeneraattori-netissa,"LinkedIn QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
LinkedIn - Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"LinkedIn QR-koodi
QR-koodit, jotka todella toimivat for LinkedIn","17
46",2,true
21,https://createmy-qr.com/de/buchung-kostenloser-qr-code-generator-online,"Buchung QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
Buchung - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Buchung QR-Code
QR-Codes, Die Wirklich Funktionieren","15
36",2,true
21,https://createmy-qr.com/th/aifl-ekhruue-ngmuue-sraangkhiw-aarokhd-nailnfrii,"ไฟล์ เครื่องสร้างโค้ด QR - ฟรีและกำหนดเอง | CreateMy-QR
ไฟล์ - เครื่องมือสร้างคิวอาร์โค้ดออนไลน์ฟรี - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"ไฟล์ รหัส QR
QR Code ที่ทำงานได้จริง","12
23",2,true
21,https://createmy-qr.com/ro/x-twitter-generator-de-coduri-qr-gratuit-online,"X (Twitter) QR Code Generator - Gratuit și personalizat | CreateMy-QR
X (Twitter) - Generator de Coduri QR Gratuit Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"X (Twitter) Cod QR
X (Twitter) Explorer","18
20",2,true
21,https://createmy-qr.com/uk/zobrazhennya-bezkoshtovniy-generator-qr-kodiv-onlayn,"Генератор QR-коду Зображення – безкоштовний і користувацький | CreateMy-QR
Зображення - Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Зображення QR-код
QR-коди, які дійсно працюють","17
28",2,true
21,https://createmy-qr.com/pl/link-w-bio-darmowy-generator-kodow-qr-online,"Generator kodów QR Link w Bio — bezpłatny i niestandardowy | CreateMy-QR
Link w Bio - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Link w Bio Kod QR
Kody QR, Które Naprawdę Działają","17
32",2,true
21,https://createmy-qr.com/ru/fayl-besplatnyy-generator-qr-kodov-onlayn,"Файл Генератор QR-кодов — бесплатный и настраиваемый | CreateMy-QR
Файл - Бесплатный генератор QR-кодов онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Файл QR-код
QR-Коды, Которые Действительно Работают","11
39",2,true
21,https://createmy-qr.com/uk/bronyuvannya-bezkoshtovniy-generator-qr-kodiv-onlayn,"Генератор QR-коду Бронювання – безкоштовний і користувацький | CreateMy-QR
Бронювання - Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Бронювання QR-код
QR-коди, які дійсно працюють","17
28",2,true
21,https://createmy-qr.com/tl/larawan-libreng-online-qr-code-generator,"Larawan QR Code Generator - Libre at Custom | CreateMy-QR
Larawan - Libreng Online QR Code Generator - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Larawan QR Code
Mga QR Code na Talagang Gumagana","15
32",2,true
21,https://createmy-qr.com/vi/video-tao-ma-qr-mien-phi-truc-tuyen,"Trình tạo mã QR Video - Miễn phí & Tùy chỉnh | CreateMy-QR
Video - Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Video Mã QR
Mã QR Thực Sự Hoạt Động","11
23",2,true
21,https://createmy-qr.com/bn/eks-ttuittaar-phri-anlaain-kiuaar-kodd-jenaarettr,"এক্স (টুইটার) QR কোড জেনারেটর - বিনামূল্যে এবং কাস্টম | CreateMy-QR
এক্স (টুইটার) - ফ্রি অনলাইন কিউআর কোড জেনারেটর - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"এক্স (টুইটার) QR কোড
এক্স (টুইটার) Explorer","20
22",2,true
21,https://createmy-qr.com/fr/venmo-generateur-de-code-qr-gratuit-en-ligne,"Générateur de code QR Venmo - Gratuit et personnalisé | CreateMy-QR
Venmo - Générateur de Code QR Gratuit en Ligne - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Venmo Code QR
Des QR Codes Qui Fonctionnent Vraiment","13
38",2,true
21,https://createmy-qr.com/ko/bidio-muryo-onrain-qr-kodeu-saengseonggi,"비디오 QR 코드 생성기 - 무료 및 사용자 정의 | CreateMy-QR
비디오 - 무료 온라인 QR 코드 생성기 - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"비디오 QR 코드
실제로 작동하는 QR 코드","9
14",2,true
21,https://createmy-qr.com/ar/lrbt-fy-lsyr-ldhty-mwld-rmz-lstjb-lsryaa-mjny,"الرابط في السيرة الذاتية QR Code Generator - مجاني ومخصص | CreateMy-QR
الرابط في السيرة الذاتية - مولد رمز الاستجابة السريعة مجاني - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"الرابط في السيرة الذاتية رمز QR
رموز QR تعمل فعلاً","31
18",2,true
21,https://createmy-qr.com/sv/venmo-gratis-qr-kod-generator-online,"Venmo QR Code Generator - Gratis & anpassad | CreateMy-QR
Venmo - Gratis QR-kod Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Venmo QR-kod
QR-koder Som Faktiskt Fungerar","12
30",2,true
21,https://createmy-qr.com/bn/phaail-berkaas-phri-anlaain-kiuaar-kodd-jenaarettr,"ফাইল/বেরকাস QR কোড জেনারেটর - বিনামূল্যে এবং কাস্টম | CreateMy-QR
ফাইল/বেরকাস - ফ্রি অনলাইন কিউআর কোড জেনারেটর - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"ফাইল/বেরকাস QR কোড
QR কোড যা আসলে কাজ করে","18
22",2,true
21,https://createmy-qr.com/sv/x-twitter-gratis-qr-kod-generator-online,"X (Twitter) QR Code Generator - Gratis & anpassad | CreateMy-QR
X (Twitter) - Gratis QR-kod Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"X (Twitter) QR-kod
X (Twitter) Explorer","18
20",2,true
21,https://createmy-qr.com/hu/google-review-ingyenes-online-qr-kod-generator,"Google Review QR-kód generátor - ingyenes és egyedi | CreateMy-QR
Google Review - Ingyenes Online QR-kód Generátor - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Google Review QR-kód
QR-kódok, amelyek valóban működnek","20
34",2,true
21,https://createmy-qr.com/uk/linkedin-bezkoshtovniy-generator-qr-kodiv-onlayn,"Генератор QR-коду LinkedIn – безкоштовний і користувацький | CreateMy-QR
LinkedIn - Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"LinkedIn QR-код
QR-коди, які дійсно працюють for LinkedIn","15
41",2,true
21,https://createmy-qr.com/vi/discord-tao-ma-qr-mien-phi-truc-tuyen,"Trình tạo mã QR Bất hòa - Miễn phí & Tùy chỉnh | CreateMy-QR
Bất hòa - Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Bất hòa Mã QR
Welcome to #welcome!","13
20",2,true
21,https://createmy-qr.com/tl/paypal-libreng-online-qr-code-generator,"PayPal QR Code Generator - Libre at Custom | CreateMy-QR
PayPal - Libreng Online QR Code Generator - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"PayPal QR Code
Mga QR Code na Talagang Gumagana","14
32",2,true
21,https://createmy-qr.com/el/syndesmos-sto-bio-dorean-dimioyrgia-qr-code-online,"Σύνδεσμος στο Bio QR Code Generator - Δωρεάν & Προσαρμοσμένο | CreateMy-QR
Σύνδεσμος στο Bio - Δωρεάν Δημιουργία QR Code Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Σύνδεσμος στο Bio Κωδικός QR
Κωδικοί QR που λειτουργούν πραγματικά","28
37",2,true
21,https://createmy-qr.com/da/linkedin-gratis-qr-kode-generator-online,"LinkedIn QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
LinkedIn - Gratis QR Kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"LinkedIn QR-kode
QR-koder, der faktisk virker for LinkedIn","16
41",2,true
21,https://createmy-qr.com/hi/linkedin-muph-t-onnlaain-kyuuaar-kodd-jnrettr,"लिंक्डइन QR कोड जेनरेटर - मुफ़्त और कस्टम | CreateMy-QR
लिंक्डइन - मुफ़्त ऑनलाइन क्यूआर कोड जनरेटर - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"लिंक्डइन क्यूआर कोड
QR कोड जो वास्तव में काम करते हैं for लिंक्डइन","19
46",2,true
21,https://createmy-qr.com/tr/ses-ucretsiz-cevrimici-qr-kod-olusturucu,"Ses QR Kod Oluşturucu - Ücretsiz ve Özel | CreateMy-QR
Ses - Ücretsiz Çevrimiçi QR Kod Oluşturucu - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Ses QR Kodu
Gerçekten Çalışan QR Kodlar","11
27",2,true
21,https://createmy-qr.com/audio-qr-code-generator,"Audio QR Code Generator - Free & Custom | CreateMy-QR
Audio - Free QR Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Audio QR Code
Premium QR Codes","13
16",2,true
21,https://createmy-qr.com/nl/boeking-gratis-qr-code-generator-online,"Boeking QR-codegenerator - gratis en aangepast | CreateMy-QR
Boeking - Gratis QR Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Boeking QR-code
QR-codes Die Echt Werken","15
24",2,true
21,https://createmy-qr.com/no/google-review-gratis-qr-kode-generator-online,"Google-anmeldelse QR Code Generator - Gratis og tilpasset | CreateMy-QR
Google-anmeldelse - Gratis QR-kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Google-anmeldelse QR-kode
QR-koder som faktisk fungerer","25
29",2,true
21,https://createmy-qr.com/de/link-in-bio-kostenloser-qr-code-generator-online,"Link in Bio QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
Link in Bio - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Link in Bio QR-Code
QR-Codes, Die Wirklich Funktionieren","19
36",2,true
21,https://createmy-qr.com/ar/lswt-tdwyn-swty-mwld-rmz-lstjb-lsryaa-mjny,"الصوت / تدوين صوتي QR Code Generator - مجاني ومخصص | CreateMy-QR
الصوت / تدوين صوتي - مولد رمز الاستجابة السريعة مجاني - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"الصوت / تدوين صوتي رمز QR
رموز QR تعمل فعلاً","25
18",2,true
21,https://createmy-qr.com/da/google-forms-gratis-qr-kode-generator-online,"Google Forms QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
Google Forms - Gratis QR Kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Google Forms QR-kode
QR-koder, der faktisk virker","20
28",2,true
21,https://createmy-qr.com/el/vinteo-dorean-dimioyrgia-qr-code-online,"Βίντεο QR Code Generator - Δωρεάν & Προσαρμοσμένο | CreateMy-QR
Βίντεο - Δωρεάν Δημιουργία QR Code Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"Βίντεο Κωδικός QR
Κωδικοί QR που λειτουργούν πραγματικά","17
37",2,true
21,https://createmy-qr.com/sv/paypal-gratis-qr-kod-generator-online,"PayPal QR Code Generator - Gratis & anpassad | CreateMy-QR
PayPal - Gratis QR-kod Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"PayPal QR-kod
QR-koder Som Faktiskt Fungerar","13
30",2,true
21,https://createmy-qr.com/pl/paypal-darmowy-generator-kodow-qr-online,"Generator kodów QR PayPal — bezpłatny i niestandardowy | CreateMy-QR
PayPal - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,"PayPal Kod QR
Kody QR, Które Naprawdę Działają","13
32",2,true
